Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Profit Ratio (copy),Quantity,Sales
Technology,Philadelphia,United States,Rob Lucas,Apple,7/7/2019,US-2019-169551,19120,Apple iPhone 5S,East,Consumer,7/9/2019,First Class,Pennsylvania,Phones,40%,1,-$114,-17%,-17%,2,$684
Technology,Philadelphia,United States,Max Jones,Other,12/8/2019,US-2019-131961,19140,iHome FM Clock Radio with Lightning Dock,East,Consumer,12/11/2019,First Class,Pennsylvania,Phones,40%,1,-$21,-25%,-25%,2,$84
Technology,Columbus,United States,Christy Brittain,Hewlett-Packard,7/25/2018,CA-2018-147417,43229,Hewlett Packard LaserJet 3310 Copier,East,Consumer,7/27/2018,First Class,Ohio,Copiers,40%,1,$192,13%,13%,4,"$1,440"
Technology,Dublin,United States,Fred Harton,Panasonic,6/1/2019,CA-2019-106831,43017,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,East,Consumer,6/3/2019,First Class,Ohio,Phones,40%,1,-$34,-22%,-22%,4,$158
Technology,Philadelphia,United States,Kean Thornton,Hewlett-Packard,5/8/2016,CA-2016-116666,19134,Hewlett Packard LaserJet 3310 Copier,East,Consumer,5/10/2016,First Class,Pennsylvania,Copiers,40%,1,$240,13%,13%,5,"$1,800"
Technology,Toledo,United States,Sally Knutson,Panasonic,12/22/2019,CA-2019-119193,43615,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,12/24/2019,First Class,Ohio,Phones,40%,1,$94,15%,15%,7,$630
Technology,Philadelphia,United States,Pamela Stobb,Other,9/14/2019,CA-2019-156237,19140,Ricoh - Ink Collector Unit for GX3000 Series Printers,East,Consumer,9/15/2019,First Class,Pennsylvania,Machines,70%,1,-$18,-143%,-143%,1,$13
Technology,Newark,United States,Natalie Fritzler,Cubify,12/15/2017,CA-2017-147830,43055,Cubify CubeX 3D Printer Double Head Print,East,Consumer,12/18/2017,First Class,Ohio,Machines,70%,1,"-$2,640",-147%,-147%,2,"$1,800"
Technology,Philadelphia,United States,Pamela Stobb,Lexmark,9/14/2019,CA-2019-156237,19140,Lexmark MarkNet N8150 Wireless Print Server,East,Consumer,9/15/2019,First Class,Pennsylvania,Machines,70%,1,-$169,-70%,-70%,2,$241
Technology,Newark,United States,Susan MacKendrick,Cisco,5/3/2018,CA-2018-129280,43055,Cisco 8961 IP Phone Charcoal,East,Consumer,5/5/2018,First Class,Ohio,Machines,70%,1,-$165,-73%,-73%,3,$225
Technology,Jonesboro,United States,Emily Phan,OtterBox,11/25/2018,US-2018-119298,72401,OtterBox Defender Series Case - Samsung Galaxy S4,South,Consumer,11/28/2018,First Class,Arkansas,Phones,0%,1,$18,30%,30%,2,$60
Technology,Waynesboro,United States,Lauren Leatherbury,Other,4/16/2017,CA-2017-137974,22980,Konftel 250 Conference phone - Charcoal black,South,Consumer,4/18/2017,First Class,Virginia,Phones,0%,1,$148,26%,26%,2,$570
Technology,Little Rock,United States,Clytie Kelty,Kingston,6/6/2018,US-2018-167472,72209,Kingston Digital DataTraveler 16GB USB 2.0,South,Consumer,6/7/2018,First Class,Arkansas,Accessories,0%,1,$5,19%,19%,3,$27
Technology,Little Rock,United States,Clytie Kelty,Plantronics,6/6/2018,US-2018-167472,72209,Plantronics S12 Corded Telephone Headset System,South,Consumer,6/7/2018,First Class,Arkansas,Accessories,0%,1,$129,40%,40%,3,$323
Technology,Virginia Beach,United States,Liz Willingham,Microsoft,11/5/2018,CA-2018-157280,23464,Microsoft Natural Ergonomic Keyboard 4000,South,Consumer,11/7/2018,First Class,Virginia,Accessories,0%,1,$19,21%,21%,3,$90
Technology,Bowling Green,United States,Brian Derr,Memorex,12/21/2019,CA-2019-109589,42104,Memorex Froggy Flash Drive 8 GB,South,Consumer,12/24/2019,First Class,Kentucky,Accessories,0%,1,$28,39%,39%,4,$71
Technology,Fayetteville,United States,Joel Eaton,Verbatim,9/22/2019,CA-2019-161053,72701,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",South,Consumer,9/23/2019,First Class,Arkansas,Accessories,0%,1,$15,44%,44%,5,$35
Technology,Roswell,United States,Erica Hackney,Logitech,1/15/2016,CA-2016-103366,30076,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,South,Consumer,1/17/2016,First Class,Georgia,Accessories,0%,1,$66,44%,44%,5,$150
Technology,Little Rock,United States,Clytie Kelty,Logitech,6/6/2018,US-2018-167472,72209,Logitech Trackman Marble Mouse,South,Consumer,6/7/2018,First Class,Arkansas,Accessories,0%,1,$76,42%,42%,6,$180
Technology,Monroe,United States,Kelly Williams,Memorex,4/18/2017,CA-2017-102722,71203,Memorex Froggy Flash Drive 8 GB,South,Consumer,4/19/2017,First Class,Louisiana,Accessories,0%,1,$42,39%,39%,6,$107
Technology,Woodstock,United States,Lauren Leatherbury,Maxell,8/12/2016,CA-2016-153927,30188,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,8/13/2016,First Class,Georgia,Accessories,0%,1,$98,36%,36%,13,$273
Technology,Tampa,United States,Amy Cox,Belkin,6/15/2017,US-2017-106495,33614,Belkin Standard 104 key USB Keyboard,South,Consumer,6/17/2017,First Class,Florida,Accessories,20%,1,-$1,-6%,-6%,1,$12
Technology,Boca Raton,United States,Vivian Mathis,Verbatim,6/14/2018,CA-2018-133872,33433,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",South,Consumer,6/17/2018,First Class,Florida,Accessories,20%,1,$2,13%,13%,2,$18
Technology,Fayetteville,United States,Helen Andreada,Apple,8/9/2018,US-2018-113649,28314,Apple EarPods with Remote and Mic,South,Consumer,8/12/2018,First Class,North Carolina,Phones,20%,1,$4,10%,10%,2,$45
Technology,Jacksonville,United States,Dean Braden,Other,3/26/2018,US-2018-162677,28540,Case Logic 2.4GHz Wireless Keyboard,South,Consumer,3/27/2018,First Class,North Carolina,Accessories,20%,1,-$18,-15%,-15%,3,$120
Technology,Jacksonville,United States,Lynn Smith,Anker,12/21/2017,CA-2017-165414,28540,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,South,Consumer,12/24/2017,First Class,North Carolina,Phones,20%,1,$5,10%,10%,3,$48
Technology,Charlotte,United States,Larry Hughes,Nortel,8/1/2019,CA-2019-133235,28205,Nortel Networks T7316 E Nt8 B27,South,Consumer,8/4/2019,First Class,North Carolina,Phones,20%,1,$17,6%,6%,5,$272
Technology,Jacksonville,United States,Rob Beeghly,Other,1/14/2019,CA-2019-138779,28540,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,South,Consumer,1/15/2019,First Class,North Carolina,Phones,20%,1,$1,9%,9%,5,$8
Technology,Hialeah,United States,Jennifer Halladay,Lexmark,12/25/2019,CA-2019-105620,33012,Lexmark 20R1285 X6650 Wireless All-in-One Printer,South,Consumer,12/28/2019,First Class,Florida,Machines,50%,1,-$7,-6%,-6%,2,$120
Technology,Tallahassee,United States,Toby Carlisle,Cisco,6/9/2018,CA-2018-147368,32303,Cisco CP-7937G Unified IP Conference Station Phone,South,Consumer,6/12/2018,First Class,Florida,Machines,50%,1,-$28,-4%,-4%,2,$696
Technology,Hialeah,United States,Brosina Hoffman,Texas Instruments,11/22/2017,CA-2017-149300,33012,Texas Instruments TI-34 Scientific Calculator,South,Consumer,11/23/2017,First Class,Florida,Machines,50%,1,-$2,-6%,-6%,3,$33
Technology,Los Angeles,United States,Sanjit Chand,Belkin,11/23/2016,US-2016-157385,90004,Belkin F8E887 USB Wired Ergonomic Keyboard,West,Consumer,11/25/2016,First Class,California,Accessories,0%,1,$6,21%,21%,1,$30
Technology,Temecula,United States,Rob Dowd,Memorex,12/13/2017,CA-2017-157770,92592,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,12/15/2017,First Class,California,Accessories,0%,1,$15,42%,42%,1,$36
Technology,Seattle,United States,Joni Wasserman,Verbatim,4/21/2019,CA-2019-166198,98103,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",West,Consumer,4/24/2019,First Class,Washington,Accessories,0%,1,$3,30%,30%,1,$12
Technology,Pomona,United States,Keith Herrera,Plantronics,10/5/2016,CA-2016-152233,91767,Plantronics Audio 478 Stereo USB Headset,West,Consumer,10/6/2016,First Class,California,Accessories,0%,1,$35,35%,35%,2,$100
Technology,San Francisco,United States,Natalie DeCherney,Logitech,3/19/2019,CA-2019-105410,94110,Logitech K350 2.4Ghz Wireless Keyboard,West,Consumer,3/22/2019,First Class,California,Accessories,0%,1,$11,11%,11%,2,$100
Technology,Seattle,United States,Muhammed Lee,Logitech,9/21/2019,CA-2019-132262,98103,Logitech M510 Wireless Mouse,West,Consumer,9/23/2019,First Class,Washington,Accessories,0%,1,$26,33%,33%,2,$80
Technology,Seattle,United States,Muhammed Lee,Sony,9/21/2019,CA-2019-132262,98103,Sony 64GB Class 10 Micro SDHC R40 Memory Card,West,Consumer,9/23/2019,First Class,Washington,Accessories,0%,1,$15,21%,21%,2,$72
Technology,Los Angeles,United States,Shahid Shariari,Logitech,11/15/2016,CA-2016-127558,90008,Logitech P710e Mobile Speakerphone,West,Consumer,11/18/2016,First Class,California,Accessories,0%,1,$147,19%,19%,3,$772
Technology,Los Angeles,United States,William Brown,Enermax,6/29/2019,CA-2019-138149,90049,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Consumer,6/30/2019,First Class,California,Accessories,0%,1,$22,36%,36%,3,$62
Technology,Boise,United States,Shahid Collister,Logitech,9/17/2019,CA-2019-142293,83704,Logitech Trackman Marble Mouse,West,Consumer,9/20/2019,First Class,Idaho,Accessories,0%,1,$38,42%,42%,3,$90
Technology,San Francisco,United States,Lena Cacioppo,Logitech,5/3/2017,CA-2017-150770,94109,Logitech Gaming G510s - Keyboard,West,Consumer,5/6/2017,First Class,California,Accessories,0%,1,$122,36%,36%,4,$340
Technology,San Francisco,United States,Natalie DeCherney,Logitech,3/19/2019,CA-2019-105410,94110,Logitech Wireless Marathon Mouse M705,West,Consumer,3/22/2019,First Class,California,Accessories,0%,1,$86,43%,43%,4,$200
Technology,Seattle,United States,Christina DeMoss,Imation,11/18/2019,US-2019-132444,98105,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,Consumer,11/21/2019,First Class,Washington,Accessories,0%,1,$54,41%,41%,4,$133
Technology,Seattle,United States,Raymond Buch,Canon,3/23/2019,CA-2019-140151,98115,Canon imageCLASS 2200 Advanced Copier,West,Consumer,3/25/2019,First Class,Washington,Copiers,0%,1,"$6,720",48%,48%,4,"$14,000"
Technology,Los Angeles,United States,Chad McGuire,Kensington,12/22/2019,CA-2019-149699,90008,Kensington Expert Mouse Optical USB Trackball for PC or Mac,West,Consumer,12/24/2019,First Class,California,Accessories,0%,1,$142,30%,30%,5,$475
Technology,Los Angeles,United States,Phillip Flathmann,Kensington,11/3/2018,CA-2018-114972,90032,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,West,Consumer,11/6/2018,First Class,California,Accessories,0%,1,$29,35%,35%,5,$83
Technology,Los Angeles,United States,Neoma Murray,Logitech,12/3/2018,CA-2018-153598,90045,Logitech Z-906 Speaker sys - home theater - 5.1-CH,West,Consumer,12/6/2018,First Class,California,Accessories,0%,1,$660,40%,40%,5,"$1,650"
Technology,Temecula,United States,Rob Dowd,Logitech,12/13/2017,CA-2017-157770,92592,Logitech K350 2.4Ghz Wireless Keyboard,West,Consumer,12/15/2017,First Class,California,Accessories,0%,1,$27,11%,11%,5,$249
Technology,Los Angeles,United States,Karen Daniels,Logitech,12/12/2017,CA-2017-110870,90032,Logitech Wireless Marathon Mouse M705,West,Consumer,12/15/2017,First Class,California,Accessories,0%,1,$129,43%,43%,6,$300
Technology,San Francisco,United States,Sheri Gordon,Other,11/28/2016,CA-2016-159800,94109,Micropad Numeric Keypads,West,Consumer,12/1/2016,First Class,California,Accessories,0%,1,$35,25%,25%,7,$140
Technology,Fresno,United States,Christina VanderZanden,Hewlett-Packard,3/25/2019,US-2019-117534,93727,Hewlett Packard 310 Color Digital Copier,West,Consumer,3/26/2019,First Class,California,Copiers,20%,1,$60,13%,13%,2,$480
Technology,Thousand Oaks,United States,Ruben Dartt,Square,3/22/2017,CA-2017-163440,91360,Square Credit Card Reader,West,Consumer,3/24/2017,First Class,California,Phones,20%,1,$1,8%,8%,2,$16
Technology,Portland,United States,Adrian Barton,Other,5/18/2019,CA-2019-121643,97206,Aastra 6757i CT Wireless VoIP phone,West,Consumer,5/20/2019,First Class,Oregon,Phones,20%,1,$39,11%,11%,2,$345
Technology,Portland,United States,Eric Murdock,Other,10/1/2017,CA-2017-156566,97206,Wilson Electronics DB Pro Signal Booster,West,Consumer,10/4/2017,First Class,Oregon,Phones,20%,1,$50,9%,9%,2,$573
Technology,Edmonds,United States,Phillip Flathmann,Other,9/7/2019,US-2019-130687,98026,Konftel 250 Conference phone - Charcoal black,West,Consumer,9/10/2019,First Class,Washington,Phones,20%,1,$34,8%,8%,2,$456
Technology,Tucson,United States,Carol Triggs,Logitech,12/20/2016,CA-2016-138681,85705,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,Consumer,12/22/2016,First Class,Arizona,Accessories,20%,1,$22,30%,30%,3,$72
Technology,Hillsboro,United States,Chloris Kastensmidt,SanDisk,10/2/2017,US-2017-144771,97123,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Consumer,10/4/2017,First Class,Oregon,Accessories,20%,1,-$5,-9%,-9%,3,$53
Technology,Temecula,United States,Rob Dowd,Plantronics,12/13/2017,CA-2017-157770,92592,Plantronics Voyager Pro Legend,West,Consumer,12/15/2017,First Class,California,Phones,20%,1,$49,10%,10%,3,$494
Technology,Pocatello,United States,James Galang,Nokia,5/27/2019,US-2019-116897,83201,Nokia Lumia 925,West,Consumer,5/29/2019,First Class,Idaho,Phones,20%,1,$23,8%,8%,3,$302
Technology,Seattle,United States,Chris Cortes,Plantronics,11/16/2019,US-2019-107888,98103,Plantronics Encore H101 Dual Earpieces Headset,West,Consumer,11/19/2019,First Class,Washington,Phones,20%,1,$11,10%,10%,3,$108
Technology,Fresno,United States,Christina VanderZanden,Clearsounds,3/25/2019,US-2019-117534,93727,Clearsounds A400,West,Consumer,3/26/2019,First Class,California,Phones,20%,1,$16,8%,8%,4,$211
Technology,Oakland,United States,Patrick Ryan,Cisco,8/21/2019,US-2019-109253,94601,Cisco 8x8 Inc. 6753i IP Business Phone System,West,Consumer,8/22/2019,First Class,California,Phones,20%,1,$38,9%,9%,4,$432
Technology,Westminster,United States,Katherine Ducich,Square,11/19/2019,CA-2019-121468,92683,Square Credit Card Reader,West,Consumer,11/20/2019,First Class,California,Phones,20%,1,$2,8%,8%,4,$32
Technology,Draper,United States,Justin MacKendrick,Motorola,9/7/2019,CA-2019-151008,84020,Motorla HX550 Universal Bluetooth Headset,West,Consumer,9/8/2019,First Class,Utah,Phones,20%,1,$47,38%,38%,4,$127
Technology,Los Angeles,United States,Henry MacAllister,HTC,10/2/2017,CA-2017-129917,90008,HTC One Mini,West,Consumer,10/3/2017,First Class,California,Phones,20%,1,$50,10%,10%,5,$504
Technology,San Francisco,United States,Arianne Irving,Samsung,4/28/2016,CA-2016-131387,94122,Samsung Galaxy Mega 6.3,West,Consumer,4/30/2016,First Class,California,Phones,20%,1,$126,8%,8%,5,"$1,680"
Technology,San Francisco,United States,Natalie DeCherney,Jawbone,3/19/2019,CA-2019-105410,94110,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Consumer,3/22/2019,First Class,California,Phones,20%,1,-$132,-20%,-20%,6,$658
Technology,Aurora,United States,Justin MacKendrick,Griffin,6/20/2017,US-2017-136427,80013,Griffin GC36547 PowerJolt SE Lightning Charger,West,Consumer,6/23/2017,First Class,Colorado,Phones,20%,1,$16,13%,13%,7,$126
Technology,Mesa,United States,Susan Vittorini,AT&T,4/24/2019,CA-2019-116953,85204,AT&T 841000 Phone,West,Consumer,4/25/2019,First Class,Arizona,Phones,20%,1,$35,6%,6%,10,$552
Technology,Portland,United States,Natalie Webber,Okidata,11/3/2018,CA-2018-159023,97206,Okidata B401 Printer,West,Consumer,11/5/2018,First Class,Oregon,Machines,70%,1,-$252,-140%,-140%,3,$180
Technology,Lansing,United States,Nat Carroll,Other,4/4/2017,CA-2017-112452,48911,Shocksock Galaxy S4 Armband,Central,Consumer,4/4/2017,Same Day,Michigan,Phones,0%,1,$0,4%,4%,1,$11
Technology,Lansing,United States,Nat Carroll,Brother,4/4/2017,CA-2017-112452,48911,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Central,Consumer,4/4/2017,Same Day,Michigan,Copiers,0%,1,$210,35%,35%,2,$600
Technology,Saint Charles,United States,Trudy Glocke,Maxell,9/7/2019,CA-2019-128783,63301,Maxell 4.7GB DVD-R,Central,Consumer,9/7/2019,Same Day,Missouri,Accessories,0%,1,$47,41%,41%,4,$114
Technology,Norman,United States,Toby Braunhardt,Logitech,3/25/2018,CA-2018-134887,73071,Logitech P710e Mobile Speakerphone,Central,Consumer,3/25/2018,Same Day,Oklahoma,Accessories,0%,1,$245,19%,19%,5,"$1,287"
Technology,Fort Worth,United States,Maurice Satty,Logitech,5/26/2018,CA-2018-119186,76106,Logitech G13 Programmable Gameboard with LCD Display,Central,Consumer,5/26/2018,Same Day,Texas,Accessories,20%,1,-$7,-11%,-11%,1,$64
Technology,Chicago,United States,Katrina Willman,Motorola,7/31/2019,CA-2019-115805,60653,Motorola L804,Central,Consumer,7/31/2019,Same Day,Illinois,Phones,20%,1,$4,11%,11%,1,$37
Technology,Houston,United States,Stuart Calhoun,Logitech,12/11/2017,CA-2017-155761,77041,Logitech Wireless Performance Mouse MX for PC and Mac,Central,Consumer,12/11/2017,Same Day,Texas,Accessories,20%,1,$36,23%,23%,2,$160
Technology,Skokie,United States,Dave Brooks,Logitech,12/14/2019,CA-2019-107629,60076,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,12/14/2019,Same Day,Illinois,Accessories,20%,1,-$5,-13%,-13%,3,$39
Technology,Amarillo,United States,Hunter Glantz,Imation,10/1/2018,CA-2018-111794,79109,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Central,Consumer,10/1/2018,Same Day,Texas,Accessories,20%,1,$21,26%,26%,3,$80
Technology,Amarillo,United States,Joel Eaton,Plantronics,10/15/2017,CA-2017-139731,79109,Plantronics Audio 995 Wireless Stereo Headset,Central,Consumer,10/15/2017,Same Day,Texas,Accessories,20%,1,$43,16%,16%,3,$264
Technology,Austin,United States,Russell D'Ascenzo,Logitech,4/10/2019,CA-2019-125115,78745,Logitech MX Performance Wireless Mouse,Central,Consumer,4/10/2019,Same Day,Texas,Accessories,20%,1,$20,21%,21%,3,$96
Technology,Houston,United States,Henia Zydlo,Motorola,11/21/2019,CA-2019-157420,77095,Motorola HK250 Universal Bluetooth Headset,Central,Consumer,11/21/2019,Same Day,Texas,Phones,20%,1,-$12,-23%,-23%,3,$55
Technology,Houston,United States,Annie Thurman,Sony,5/30/2018,CA-2018-108210,77041,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Central,Consumer,5/31/2018,Same Day,Texas,Accessories,20%,1,$11,5%,5%,5,$224
Technology,Houston,United States,Annie Thurman,Anker,5/30/2018,CA-2018-108210,77041,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Central,Consumer,5/31/2018,Same Day,Texas,Phones,20%,1,$8,10%,10%,5,$80
Technology,New York City,United States,Mitch Webber,Imation,12/18/2017,US-2017-137960,10035,Imation Bio 8GB USB Flash Drive Imation Corp,East,Consumer,12/18/2017,Same Day,New York,Accessories,0%,1,$25,15%,15%,1,$166
Technology,New York City,United States,Darrin Martin,Other,9/14/2016,CA-2016-160766,10009,Spigen Samsung Galaxy S5 Case Wallet,East,Consumer,9/14/2016,Same Day,New York,Phones,0%,1,$4,26%,26%,1,$17
Technology,Newark,United States,Vivian Mathis,Plantronics,3/17/2018,CA-2018-115476,19711,Plantronics Voyager Pro HD - Bluetooth Headset,East,Consumer,3/17/2018,Same Day,Delaware,Phones,0%,1,$62,48%,48%,2,$130
Technology,New York City,United States,Edward Nazzal,Panasonic,6/4/2018,CA-2018-165848,10035,Panasonic KX MC6040 Color Laser Multifunction Printer,East,Consumer,6/4/2018,Same Day,New York,Machines,0%,1,$364,27%,27%,3,"$1,350"
Technology,Long Beach,United States,James Galang,Polycom,6/21/2016,CA-2016-141796,11561,Polycom SoundStation2 EX Conference phone,East,Consumer,6/21/2016,Same Day,New York,Phones,0%,1,$352,29%,29%,3,"$1,215"
Technology,New York City,United States,Darrin Martin,Other,9/14/2016,CA-2016-160766,10009,Vtech CS6719,East,Consumer,9/14/2016,Same Day,New York,Phones,0%,1,$81,28%,28%,3,$288
Technology,New York City,United States,Darrin Martin,Ativa,9/14/2016,CA-2016-160766,10009,Ativa V4110MDD Micro-Cut Shredder,East,Consumer,9/14/2016,Same Day,New York,Machines,0%,1,"$1,372",49%,49%,4,"$2,800"
Technology,Utica,United States,Lynn Smith,Clearsounds,11/26/2016,CA-2016-124730,13501,ClearSounds CSC500 Amplified Spirit Phone Corded phone,East,Consumer,11/26/2016,Same Day,New York,Phones,0%,1,$78,28%,28%,4,$280
Technology,Utica,United States,Charlotte Melton,iOttie,11/16/2019,US-2019-118598,13501,iOttie HLCRIO102 Car Mount,East,Consumer,11/16/2019,Same Day,New York,Phones,0%,1,$6,5%,5%,6,$120
